Subject,age,race,race_7_TEXT,maritalstatus,education,yearseducation,english.as.a.first.language,if.not.english.then.what,english.comfort.talk,english.comfort.read,usstate,Children,Children_number,Siblings,Siblings_2_number,Church,Household income,employmentindustry,OverallHealth,BFI.1_1,BFI.1_2,BFI.1_3,BFI.1_4,BFI.1_5,BFI.1_6,BFI.1_7,BFI.1_8,BFI.1_9,BFI.1_10,BFI.2_1,BFI.2_2,BFI.2_3,BFI.2_4,BFI.2_5,BFI.2_6,BFI.2_7,BFI.2_8,BFI.2_9,BFI.2_10,BFI.3_1,BFI.3_2,BFI.3_3,BFI.3_4,BFI.3_5,BFI.3_6,BFI.3_7,BFI.3_8,BFI.3_9,BFI.3_10,BFI.4_1,BFI.4_2,BFI.4_3,BFI.4_4,BFI.4_5,BFI.4_6,BFI.4_7,BFI.4_8,BFI.4_9,BFI.4_10,BFI.5_1,BFI.5_2,BFI.5_3,BFI.5_4,BFI.5_5,BFI.5_6,BFI.5_7,BFI.5_8,BFI.5_9,BFI.5_10,BFI.6_1,BFI.6_2,BFI.6_3,BFI.6_4,BFI.6_5,BFI.6_6,BFI.6_7,BFI.6_8,BFI.6_9,BFI.6_10,BFI_E,BFI_A,BFI_C,BFI_N,BFI_O
174,68,White,,Divorced,Doctorate,29,Yes,,Very comfortable,Very comfortable,Ohio,"Yes, I have ___ children",3,"Yes, I have ___ siblings",4,Yes,"$75,000 - $99,999","Management, professional, and related",Very good,5,5,4,4,3,3,4,1,4,4,2,1,5,4,4,5,2,5,3,4,4,1,5,4,2,5,5,1,4,2,3,5,5,1,3,2,4,5,1,4,4,2,4,5,1,4,1,1,4,2,5,4,5,2,2,4,4,5,4,5,38,52,48,26,48
175,59,Black or African American,,Married,Bachelor's degree,18,Yes,,Very comfortable,Very comfortable,California,"Yes, I have ___ children",3,"Yes, I have ___ siblings",2,Yes,"$75,000 - $99,999",Service,Excellent,5,5,1,5,1,5,5,1,5,5,1,1,5,5,1,4,5,5,1,1,5,1,1,4,4,4,4,1,5,1,5,5,5,1,5,1,1,5,1,5,5,5,5,5,1,5,5,1,1,1,5,5,5,1,1,5,5,5,5,5,46,47,56,25,49
176,58,White,,Married,"Some college, no degree",13,Yes,,Very comfortable,Very comfortable,Kentucky,"Yes, I have ___ children",2,"Yes, I have ___ siblings",1,No,"$35,000 - $49,999","Management, professional, and related",Good,1,5,2,5,5,1,5,1,4,2,5,1,5,1,1,5,1,4,1,1,1,1,1,2,5,5,1,1,5,5,5,4,3,1,1,4,1,5,1,1,1,5,5,5,4,1,2,2,5,5,2,5,4,1,5,1,1,1,1,1,16,46,54,16,14
177,68,White,,Married,Associate degree,14,Yes,,Very comfortable,Very comfortable,Virginia,"Yes, I have ___ children",4,No,0,Yes,"$20,000 - $34,999",Retired,Fair,4,5,1,5,3,4,5,1,4,3,1,1,5,1,3,2,1,5,4,4,1,1,1,5,1,2,5,1,5,2,1,5,5,1,5,3,1,5,1,3,4,1,5,5,3,5,1,1,5,1,2,5,5,1,3,5,5,1,1,3,48,60,60,16,44
178,65,White,,Divorced,Associate degree,15,Yes,,Very comfortable,Very comfortable,Kentucky,No,0,"Yes, I have ___ siblings",1,No,"$20,000 - $34,999",Retired,Very good,2,5,2,4,2,1,5,1,4,4,2,1,4,2,4,4,1,3,1,5,1,1,2,4,3,1,4,1,4,2,4,4,3,2,4,4,2,5,1,3,4,4,5,4,2,2,1,1,4,3,4,5,5,1,3,3,2,1,1,4,30,51,53,20,45
179,61,White,,Single,Master's degree,22,Yes,,Very comfortable,Very comfortable,Texas,No,0,"Yes, I have ___ siblings",1,Yes,"$75,000 - $99,999","Management, professional, and related",Good,4,5,2,2,2,5,4,3,3,5,1,2,4,2,5,2,1,4,4,5,4,2,1,5,1,2,3,2,4,1,4,1,4,2,4,1,4,4,1,5,4,2,5,2,1,4,1,1,4,1,2,4,5,1,1,4,4,1,4,5,49,45,52,30,58
180,56,White,,Married,Bachelor's degree,17,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",3,"Yes, I have ___ siblings",2,Yes,"$100,000 - $150,000","Management, professional, and related",Good,1,4,2,5,5,2,5,2,4,5,1,1,5,1,4,5,3,4,4,2,2,2,2,4,1,4,4,3,5,5,5,4,4,2,3,4,1,5,1,4,2,4,5,5,5,1,4,2,4,5,2,5,5,1,1,2,2,3,1,4,25,45,50,19,36
181,61,White,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",1,"Yes, I have ___ siblings",1,No,"$100,000 - $150,000",Retired,Good,2,3,5,2,2,2,4,3,2,5,4,5,2,4,5,4,3,4,3,3,4,4,5,4,1,5,2,4,2,1,5,3,2,5,2,4,4,2,4,5,1,5,3,3,1,3,4,4,2,5,2,4,2,4,1,2,2,4,3,5,26,29,26,44,50
182,64,Hispanic,,Married,Bachelor's degree,16,Yes,,Very comfortable,Comfortable,Florida,No,0,"Yes, I have ___ siblings",4,Yes,"$100,000 - $150,000","Management, professional, and related",Very good,5,5,2,3,2,5,5,2,4,5,1,2,5,1,5,1,1,5,1,4,4,1,1,4,1,1,5,4,4,1,1,4,4,2,4,1,1,5,1,4,5,1,5,4,1,4,1,2,2,2,2,5,5,1,2,5,5,2,2,5,57,58,52,23,54
183,36,White,,Married,Master's degree,18,Yes,,Very comfortable,Very comfortable,New Jersey,"Yes, I have ___ children",2,"Yes, I have ___ siblings",3,Yes,"$100,000 - $150,000","Management, professional, and related",Excellent,5,5,1,5,4,3,4,1,5,1,1,1,5,1,4,1,1,5,1,5,5,1,1,5,1,1,5,1,5,4,1,5,5,1,4,1,1,5,1,4,5,1,5,5,1,1,1,1,1,1,1,4,5,1,1,5,4,1,1,4,54,57,60,16,46
184,66,White,,Divorced,Professional degree,19,Yes,,Very comfortable,Very comfortable,North Carolina,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,No,"$75,000 - $99,999","Management, professional, and related",Very good,4,5,1,5,1,4,5,1,5,5,1,2,5,1,4,4,5,5,4,4,5,1,1,5,1,1,4,1,5,1,4,5,5,5,4,2,1,5,1,5,5,4,5,5,1,2,1,1,4,1,1,5,5,1,1,4,2,1,1,5,47,48,60,20,57
185,67,White,,Divorced,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Illinois,"Yes, I have ___ children",3,"Yes, I have ___ siblings",3,No,"$35,000 - $49,999",Service,Good,3,4,2,4,3,3,4,2,3,3,2,2,4,2,4,3,2,4,3,4,3,2,3,4,2,3,4,3,4,2,3,4,3,2,4,3,2,3,2,3,3,3,4,4,3,3,2,2,4,2,2,4,4,2,2,3,3,2,2,4,38,46,44,26,44
186,70,White,,Divorced,Doctorate,24,Yes,,Very comfortable,Very comfortable,Connecticut,No,0,"Yes, I have ___ siblings",0,No,"$20,000 - $34,999",Service,Good,2,5,2,2,1,2,5,1,4,5,2,1,5,2,5,4,1,4,4,5,2,1,4,5,2,3,4,2,4,1,4,4,2,4,5,2,1,5,3,4,2,2,5,4,1,4,1,1,3,1,2,5,5,2,1,4,5,2,3,5,35,57,50,32,58
187,73,White,,Married,Bachelor's degree,16,Yes,,Comfortable,Comfortable,New York,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,Yes,"$50,000 - $74,999","Management, professional, and related",Good,4,4,1,2,4,3,4,4,3,3,2,1,2,2,2,2,4,4,3,3,3,1,1,4,1,1,4,1,4,4,3,3,4,4,4,4,3,4,1,4,4,2,4,3,4,3,3,4,4,4,3,3,4,3,4,4,5,4,3,4,42,45,43,32,35
188,61,White,,Divorced,Master's degree,18,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",1,"Yes, I have ___ siblings",2,No,"$100,000 - $150,000",Retired,Good,4,4,5,2,5,3,4,5,3,3,4,2,4,3,2,4,3,4,3,1,3,2,5,4,2,5,4,3,3,4,4,4,1,4,1,3,2,2,3,2,2,4,3,4,4,3,3,5,3,4,3,4,3,2,4,3,4,4,2,2,31,44,26,34,24
189,75,White,,Single,Associate degree,14,Yes,,Very comfortable,Very comfortable,Iowa,"Yes, I have ___ children",2,"Yes, I have ___ siblings",8,No,"$35,000 - $49,999",Retired,Fair,5,5,2,4,1,1,5,1,4,5,1,1,4,1,4,2,4,2,1,5,1,1,1,4,2,2,5,1,4,1,1,4,2,2,5,2,1,4,1,4,4,1,5,5,1,4,1,1,4,2,4,5,5,1,1,4,5,1,1,5,43,56,51,18,56
190,75,White,,Married,Master's degree,18,Yes,,Very comfortable,Very comfortable,Ohio,"Yes, I have ___ children",2,"Yes, I have ___ siblings",1,Yes,"$35,000 - $49,999",Retired,Very good,2,5,3,4,2,2,5,1,5,5,2,3,5,1,4,4,1,3,4,4,2,1,2,5,2,1,5,1,5,1,4,5,3,2,4,3,2,4,3,4,5,4,5,5,1,2,5,3,2,1,3,5,5,3,2,4,3,1,5,4,36,48,50,28,52
191,69,White,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",2,No,0,No,"$75,000 - $99,999",Sales and office,Very good,5,5,2,4,1,5,5,2,4,5,2,4,5,2,5,1,1,4,2,5,4,2,1,4,1,1,5,2,4,1,1,5,2,2,5,2,2,5,1,4,5,4,5,4,2,5,1,,5,2,2,5,5,1,1,5,4,2,2,5,56,51,47,21,57
192,67,American Indian or Alaska Native,,Living with a partner,Bachelor's degree,20,Yes,,Very comfortable,Very comfortable,Oklahoma,"Yes, I have ___ children",2,"Yes, I have ___ siblings",3,No,"$100,000 - $150,000","Management, professional, and related",Good,4,5,4,5,1,1,4,4,5,5,1,1,4,1,4,4,1,1,4,5,1,1,4,5,1,3,4,2,5,1,4,5,2,1,5,2,1,4,1,3,2,1,4,4,1,2,1,4,4,1,2,5,4,1,1,4,5,2,1,4,34,58,35,17,56
193,66,White,,Single,Bachelor's degree,18,Yes,,Very comfortable,Very comfortable,Ohio,No,0,"Yes, I have ___ siblings",2,No,"$20,000 - $34,999",Service,Very good,5,5,2,2,1,5,5,2,5,5,1,1,5,4,5,2,1,4,4,5,3,1,4,4,1,3,5,2,3,1,2,5,4,4,5,3,1,5,4,5,4,2,5,3,1,5,1,2,2,1,3,5,5,3,1,5,5,3,4,5,49,59,49,40,60
194,64,White,,Widowed,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Missouri,"Yes, I have ___ children",3,"Yes, I have ___ siblings",1,Yes,"$50,000 - $74,999","Management, professional, and related",Good,4,5,1,5,4,5,5,2,5,4,1,1,5,1,5,4,4,4,2,4,5,1,2,5,2,4,5,2,5,1,4,5,5,2,5,3,2,4,1,3,5,1,4,5,1,1,5,1,1,1,3,5,5,1,3,5,4,1,4,4,42,51,54,21,49
195,71,Black or African American,,Living with a partner,Bachelor's degree,18,Yes,,Very comfortable,Very comfortable,Pennsylvania,"Yes, I have ___ children",2,"Yes, I have ___ siblings",1,Yes,"$100,000 - $150,000","Management, professional, and related",Excellent,5,5,1,5,5,1,5,1,4,5,1,1,5,1,5,2,5,5,1,5,5,1,1,5,1,1,5,1,5,1,1,5,5,1,5,1,1,5,1,3,5,2,5,5,1,2,1,1,4,1,1,5,5,1,1,5,5,1,5,5,52,55,60,18,54
196,71,White,,Living with a partner,Bachelor's degree,18,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",2,"Yes, I have ___ siblings",1,Yes,"$100,000 - $150,000","Management, professional, and related",Excellent,5,5,1,5,5,2,5,1,5,5,1,1,4,1,5,3,1,5,2,4,4,1,1,5,1,1,5,1,5,4,1,5,5,1,5,1,1,5,1,4,5,3,5,5,2,3,1,1,4,2,1,5,5,1,1,5,5,1,1,5,52,58,59,14,49
197,64,Black or African American,,Single,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Louisiana,No,0,"Yes, I have ___ siblings",6,Yes,"$75,000 - $99,999",Retired,Fair,4,5,4,5,4,1,5,4,5,5,1,1,5,1,5,5,1,4,1,4,1,1,1,5,1,4,5,1,5,1,5,5,4,1,5,1,1,4,2,1,4,1,5,5,1,2,1,1,2,2,1,5,5,4,3,5,5,4,1,4,36,60,48,19,48
198,32,Black or African American,,Married,Bachelor's degree,4,Yes,,Comfortable,Comfortable,Arizona,"Yes, I have ___ children",0,"Yes, I have ___ siblings",0,Yes,"$75,000 - $99,999","Production, transportation, and material moving",Very good,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,36,36,38,34,36
199,49,Black or African American,,Married,Bachelor's degree,4,Yes,,Very comfortable,Very comfortable,North Carolina,"Yes, I have ___ children",0,"Yes, I have ___ siblings",0,Yes,"$50,000 - $74,999",Service,Excellent,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,36,36,36,36
200,71,Black or African American,,Married,Bachelor's degree,17,Yes,,Very comfortable,Very comfortable,Georgia,"Yes, I have ___ children",0,"Yes, I have ___ siblings",0,No,"$100,000 - $150,000",Service,Good,5,4,1,4,5,4,4,2,5,5,4,2,1,2,4,4,5,5,3,1,5,2,1,3,2,1,5,4,4,2,3,4,5,4,4,2,3,5,2,4,5,4,3,4,3,1,2,2,5,4,3,4,2,5,4,5,2,3,5,4,44,41,44,32,38
201,61,White,,Single,Professional degree,17,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",1,No,"$20,000 - $34,999",Service,Good,4,5,4,2,5,2,5,1,4,5,1,2,5,4,4,4,1,4,5,5,2,1,4,4,2,4,5,2,4,1,5,5,2,5,4,3,2,4,4,4,2,3,4,4,1,3,1,1,2,2,3,5,4,2,1,4,5,4,3,4,33,56,43,39,50
202,57,Black or African American,,Single,Professional degree,20,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",2,Yes,"$100,000 - $150,000","Management, professional, and related",Very good,2,5,4,4,1,2,5,1,2,5,3,1,5,1,5,5,1,3,2,5,2,1,4,4,2,2,4,1,4,1,5,5,2,3,4,3,1,4,3,4,2,3,5,5,2,2,1,1,1,1,4,5,5,3,2,4,4,1,1,4,28,56,48,29,54
203,61,White,,Single,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",1,No,"$35,000 - $49,999","Management, professional, and related",Good,5,5,2,3,1,2,5,1,3,4,2,2,4,4,5,3,1,3,2,4,3,1,2,3,1,3,4,1,3,1,1,5,4,1,5,2,1,5,3,5,1,3,5,3,1,3,1,1,2,1,3,5,5,3,4,2,3,2,,5,38,54,53,32,55
204,60,White,,Married,"Some college, no degree",15,Yes,,Very comfortable,Comfortable,Arizona,"Yes, I have ___ children",2,No,0,No,"$75,000 - $99,999",Sales and office,Very good,4,4,1,4,3,4,4,1,5,5,2,4,4,2,4,4,2,4,4,5,4,2,1,5,1,1,4,2,4,2,4,4,5,5,4,1,2,4,4,4,4,4,5,4,2,4,2,1,4,2,2,5,5,4,2,4,4,4,5,4,46,45,53,34,50
205,64,Hispanic,,Single,Associate degree,15,Yes,,Very comfortable,Very comfortable,California,No,0,No,0,No,"$20,000 - $34,999",Sales and office,Fair,2,5,4,5,1,4,5,4,5,5,5,2,4,3,4,4,1,5,4,5,4,1,4,4,2,4,5,4,2,1,4,4,4,3,5,3,2,4,5,5,4,2,5,5,2,4,2,1,2,2,4,5,4,2,1,4,4,4,2,5,34,54,41,32,56
206,55,Black or African American,,Single,Master's degree,18,Yes,,Very comfortable,Very comfortable,North Carolina,"Yes, I have ___ children",2,"Yes, I have ___ siblings",4,Yes,"$100,000 - $150,000","Management, professional, and related",Very good,4,5,2,4,3,4,5,1,4,4,2,1,5,3,5,3,5,5,3,5,4,1,1,5,1,3,5,2,5,2,1,5,5,4,5,1,3,5,1,5,5,4,5,5,1,4,3,1,3,1,3,5,5,2,3,5,2,4,4,5,49,46,55,27,54
207,65,Asian,,Married,Master's degree,18,Yes,,Very comfortable,Very comfortable,Indiana,,0,No,0,No,"$35,000 - $49,999",Service,Excellent,5,5,4,4,1,5,5,1,5,5,1,2,5,1,5,4,2,4,4,5,4,3,2,5,4,1,1,4,4,1,4,2,4,2,5,3,4,5,1,3,4,3,5,4,1,4,4,1,3,2,1,5,5,1,1,5,4,4,2,4,49,40,48,22,53
208,66,White,,Married,High school degree or equivalent,12,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",4,No,"$20,000 - $34,999",Retired,Very good,2,4,3,4,3,1,3,3,4,4,3,2,4,2,3,4,3,3,2,3,1,1,2,4,3,3,3,3,4,3,5,3,2,3,3,4,3,3,2,3,3,4,4,4,4,2,3,3,3,3,4,3,3,2,3,2,4,2,2,3,24,40,39,26,36
209,64,White,,Married,Bachelor's degree,22,Yes,,Very comfortable,Very comfortable,Connecticut,"Yes, I have ___ children",1,"Yes, I have ___ siblings",2,No,"$100,000 - $150,000","Management, professional, and related",Very good,4,5,1,4,2,2,4,1,4,4,2,2,4,2,4,3,4,5,2,4,4,2,2,4,2,2,4,2,4,2,2,4,4,2,4,2,2,4,2,4,4,2,4,4,2,3,1,2,4,2,2,4,4,2,2,4,4,2,2,4,44,48,51,24,48
210,63,Black or African American,,Married,Master's degree,20,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",6,Yes,"$100,000 - $150,000","Management, professional, and related",Excellent,4,5,2,4,3,3,4,3,4,4,4,4,3,4,3,4,3,4,4,3,3,4,3,4,2,4,3,3,4,5,3,4,3,4,4,3,4,5,3,3,4,3,4,5,3,4,3,4,4,5,3,4,3,5,3,4,3,4,5,3,37,38,39,36,35
211,61,Black or African American,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Illinois,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,Yes,"$50,000 - $74,999","Construction, extraction, and maintenance",Good,2,5,1,5,1,3,5,1,5,5,4,1,5,1,5,5,4,5,1,5,2,1,1,5,1,1,5,1,5,1,4,5,5,2,5,4,2,5,1,5,5,2,5,5,1,4,1,1,1,1,4,5,5,1,1,5,5,1,1,5,35,55,60,17,60
212,61,White,,Married,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,North Dakota,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,Yes,"$100,000 - $150,000",Retired,Very good,1,4,1,2,3,4,4,1,3,4,2,3,4,1,2,3,1,4,4,3,2,1,1,3,4,1,2,2,5,3,4,4,3,3,4,3,3,5,2,2,3,3,4,3,2,3,3,1,4,2,4,4,5,1,3,2,3,1,4,3,34,43,54,31,37
213,60,White,,Single,"Some college, no degree",13,Yes,,Very comfortable,Very comfortable,Pennsylvania,"Yes, I have ___ children",1,"Yes, I have ___ siblings",4,No,"$75,000 - $99,999","Management, professional, and related",Very good,5,4,3,4,2,4,3,3,4,5,2,1,4,2,4,3,2,2,2,5,5,2,2,4,2,3,2,3,4,2,1,3,3,2,5,2,3,4,1,3,3,3,4,4,2,4,2,3,5,2,2,4,4,1,1,5,4,2,2,4,49,43,41,21,51
214,62,Hispanic,,Married,"Some college, no degree",12,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",5,"Yes, I have ___ siblings",5,No,"$50,000 - $74,999",Service,Fair,1,4,1,2,4,1,5,1,3,2,3,2,5,4,1,5,1,5,4,1,1,1,2,3,2,3,4,2,4,4,5,5,5,4,2,3,2,4,2,3,4,3,5,3,2,2,2,1,4,3,4,5,5,2,4,3,3,1,4,2,25,51,57,37,28
215,68,White,,Divorced,Associate degree,14,Yes,,Very comfortable,Very comfortable,Massachusetts,"Yes, I have ___ children",1,"Yes, I have ___ siblings",1,No,"$20,000 - $34,999",Retired,Very good,3,5,3,4,2,5,5,4,4,5,2,3,4,3,4,3,5,4,4,5,4,3,4,5,2,2,4,2,4,2,4,5,4,3,5,2,3,4,2,4,2,4,4,4,5,4,1,4,5,1,3,5,5,3,4,5,4,2,2,4,43,45,42,27,47
216,60,White,,Widowed,Master's degree,18,Yes,,Very comfortable,Very comfortable,Tennessee,"Yes, I have ___ children",4,"Yes, I have ___ siblings",5,Yes,"$100,000 - $150,000","Management, professional, and related",Very good,4,5,4,4,2,4,5,1,4,5,1,2,5,2,4,4,1,4,4,5,2,2,4,4,2,1,5,2,4,1,4,5,4,4,5,2,1,4,4,5,4,2,5,4,1,4,1,2,2,1,4,5,5,2,1,4,5,1,2,5,42,57,49,32,57
217,51,Black or African American,,Married,Doctorate,23,Yes,,Very comfortable,Very comfortable,Virginia,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,Yes,"$100,000 - $150,000","Management, professional, and related",Very good,4,4,3,3,4,3,4,4,5,3,3,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4,3,4,3,5,3,2,2,3,3,5,4,3,2,4,3,4,3,2,4,5,3,2,5,4,5,3,4,5,3,2,4,2,4,3,32,34,36,36,32
218,34,White,,Single,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Michigan,No,0,"Yes, I have ___ siblings",1,No,"$50,000 - $74,999","Management, professional, and related",Very good,2,4,1,5,1,2,4,4,4,4,2,2,5,1,4,4,2,5,2,5,2,1,1,5,2,3,2,2,5,1,4,4,5,2,5,2,1,4,1,3,2,3,4,5,1,1,3,1,4,1,4,4,5,2,1,1,2,2,1,4,27,44,53,17,54
219,65,White,,Divorced,Bachelor's degree,4,Yes,,Very comfortable,Very comfortable,North Carolina,"Yes, I have ___ children",2,"Yes, I have ___ siblings",4,No,"$75,000 - $99,999","Management, professional, and related",Excellent,4,5,1,5,1,4,5,1,4,4,1,1,5,2,4,3,2,5,2,2,3,1,1,5,5,4,4,1,5,1,2,5,5,4,1,1,1,5,1,4,4,4,5,4,1,2,1,1,4,5,2,4,5,1,4,4,3,1,1,4,44,52,60,20,38
220,57,White,,Divorced,"Some college, no degree",12,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",1,Yes,"$20,000 - $34,999",Sales and office,Poor,1,5,2,4,1,1,5,1,4,5,3,1,3,2,5,5,1,4,2,5,2,1,4,4,1,5,5,3,4,1,5,5,2,3,5,4,1,4,3,5,2,4,3,4,1,3,1,2,3,1,4,5,3,3,1,3,3,3,1,5,22,55,40,27,60
221,65,White,,Widowed,Doctorate,20,Yes,,Very comfortable,Comfortable,Pennsylvania,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,Yes,"$75,000 - $99,999",Retired,Very good,1,4,2,4,4,4,5,2,4,4,4,2,5,4,4,5,2,4,4,4,1,1,4,4,2,2,5,4,4,2,4,5,5,4,4,4,1,4,2,4,2,2,4,4,2,1,4,2,4,4,5,5,4,4,2,2,4,2,2,4,23,52,46,32,44
222,62,White,,Living with a partner,Master's degree,16,Yes,,Very comfortable,Very comfortable,California,"Yes, I have ___ children",1,No,0,Yes,"$75,000 - $99,999","Management, professional, and related",Good,1,4,2,5,4,4,4,2,4,4,5,2,4,2,3,5,4,4,2,4,1,1,1,5,5,4,4,2,4,2,5,1,4,2,4,4,2,4,1,2,2,4,4,5,2,2,1,4,4,2,4,4,5,1,4,2,3,2,2,2,21,42,48,19,36
223,60,Hispanic,,Single,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Florida,No,0,"Yes, I have ___ siblings",4,No,"$50,000 - $74,999",Government,Fair,5,4,1,4,1,5,5,4,5,5,2,2,5,2,5,1,2,5,1,5,5,1,4,5,1,4,5,1,4,1,1,4,5,1,5,1,1,5,1,5,2,1,5,4,1,5,1,1,4,1,1,5,5,1,1,5,4,2,1,5,53,55,53,17,60
224,62,White,,Married,Bachelor's degree,18,Yes,,Very comfortable,Very comfortable,Georgia,"Yes, I have ___ children",2,"Yes, I have ___ siblings",1,Yes,"$100,000 - $150,000","Construction, extraction, and maintenance",Good,4,5,2,3,2,3,5,1,4,4,3,1,4,1,4,4,2,3,3,3,3,1,2,4,2,2,4,2,3,2,4,5,3,4,4,2,2,4,3,4,4,4,5,4,2,4,2,1,3,3,3,5,5,2,3,4,4,3,3,4,40,52,49,31,45
225,58,White,,Married,Master's degree,18,Yes,,Very comfortable,Very comfortable,Florida,No,0,No,0,No,"Over $150,000","Management, professional, and related",Very good,5,5,1,5,1,4,5,1,5,5,1,1,5,1,5,2,1,4,1,4,5,1,1,5,2,1,5,1,5,1,1,5,5,1,4,1,1,5,1,5,5,2,5,5,1,4,1,1,5,2,1,5,5,1,1,5,4,1,1,5,57,58,59,12,56
226,58,White,,Married,Master's degree,18,Yes,,Very comfortable,Very comfortable,California,"Yes, I have ___ children",1,No,0,No,"$100,000 - $150,000",Unemployed,Good,1,4,2,5,4,1,5,2,4,2,2,2,5,1,1,5,2,5,2,2,1,1,1,4,5,2,4,2,4,5,5,5,4,2,3,4,1,5,1,1,1,1,5,5,4,1,1,1,4,4,5,5,5,1,5,2,4,1,1,1,20,55,56,18,19
227,47,Black or African American,,Divorced,Bachelor's degree,24,Yes,,Very comfortable,Very comfortable,Virginia,"Yes, I have ___ children",2,"Yes, I have ___ siblings",4,Yes,"$75,000 - $99,999",Sales and office,Very good,4,2,2,5,2,2,3,2,4,2,2,4,4,1,4,3,2,4,1,3,2,4,2,4,1,5,3,1,4,2,4,2,3,1,1,3,4,3,1,2,3,2,4,3,2,3,4,2,3,1,1,2,3,2,3,1,3,2,3,5,33,31,46,22,42
228,74,Black or African American,,Married,Professional degree,24,Yes,,Very comfortable,Very comfortable,New York,"Yes, I have ___ children",1,"Yes, I have ___ siblings",1,Yes,"$100,000 - $150,000",Government,Excellent,5,4,2,4,2,2,4,1,4,4,1,2,4,3,5,4,4,4,2,5,4,2,2,5,2,1,5,1,5,2,4,4,4,2,5,2,1,5,2,5,5,2,4,4,2,3,1,1,5,4,4,4,4,1,2,4,4,2,3,5,43,49,52,22,51
229,57,White,,Married,Associate degree,14,Yes,,Very comfortable,Very comfortable,Texas,"Yes, I have ___ children",2,"Yes, I have ___ siblings",5,No,"$50,000 - $74,999","Management, professional, and related",Good,4,4,2,4,2,2,4,2,4,4,2,2,4,2,4,4,1,4,4,4,2,1,2,4,2,3,4,2,4,2,4,4,4,4,4,2,4,4,3,3,2,2,4,4,2,4,2,2,4,2,2,4,4,2,2,4,4,2,2,4,37,48,48,29,47
230,62,White,,Divorced,Bachelor's degree,16,Yes,,Very comfortable,Very comfortable,Florida,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,No,"$35,000 - $49,999",Retired,Excellent,4,4,1,5,2,3,5,1,5,5,2,1,5,1,4,4,4,4,1,3,4,1,2,5,1,1,5,1,5,2,4,5,5,1,4,2,1,5,1,5,4,1,5,5,1,3,1,1,5,4,4,5,5,1,1,4,4,1,1,4,41,55,58,12,50
231,60,"Other, please specify:",Sephardic Jew,Single,Bachelor's degree,18,Yes,,Very comfortable,Very comfortable,Washington,"Yes, I have ___ children",1,"Yes, I have ___ siblings",1,No,"$35,000 - $49,999","Management, professional, and related",Good,5,2,2,4,1,4,5,1,2,5,5,1,4,1,5,4,4,5,5,5,4,1,5,1,2,4,1,4,4,1,1,5,5,4,5,2,1,4,5,5,1,2,5,5,1,4,4,1,1,3,2,5,5,5,1,3,4,2,1,5,39,45,49,40,57
232,68,White,,Married,"Some college, no degree",15,Yes,,Very comfortable,Very comfortable,Michigan,"Yes, I have ___ children",2,"Yes, I have ___ siblings",2,No,"$35,000 - $49,999",Retired,Poor,4,5,2,1,2,1,5,1,1,5,5,1,5,4,2,2,1,5,5,2,1,1,1,3,4,4,5,1,1,4,2,5,5,5,2,3,1,4,5,4,1,4,5,5,4,2,1,1,1,4,4,5,4,5,4,1,2,1,5,2,26,54,57,53,31
