"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","item61","item62","item63","item64","item65","item66","item67","item68","item69","item70","item71","item72","item73","item74","item75","item76","item77","item78","item79","item80","item81","item82","item83","item84","item85","item86","item87","item88","item89","item90","item91","item92","item93","item94","item95","item96","item97","item98","item99","item100","NA","NA","NA","NA","NA","NA"
5,3,3,4,2,2,3,4,2,4,2,3,3,4,4,3,4,2,4,4,5,3,2,2,1,4,2,4,3,2,1,4,4,3,2,5,3,5,2,5,3,3,4,4,2,4,4,4,1,5,2,5,3,2,2,4,2,2,1,3,3,4,1,4,4,4,5,2,3,4,4,5,4,4,2,5,4,2,2,2,3,3,4,2,4,4,2,4,4,2,4,4,2,4,2,3,4,4,4,5,46,48,61,41,61,49
5,2,3,4,2,2,3,5,2,2,5,2,4,4,1,4,2,2,5,4,2,4,4,3,5,2,4,4,4,2,3,5,4,2,4,4,5,4,4,5,4,2,4,5,3,4,5,4,5,1,2,4,4,3,2,5,4,3,4,2,5,4,2,4,4,3,4,4,3,4,5,5,4,4,2,4,4,2,5,4,3,2,5,2,4,4,4,4,4,1,5,2,2,4,5,4,4,3,5,5,43,65,58,45,59,68
4,3,3,4,2,2,2,4,4,4,3,5,4,4,5,5,4,3,3,3,5,3,3,4,2,4,2,4,4,3,3,4,4,4,4,5,3,4,3,4,3,4,3,4,4,5,4,4,3,5,3,4,3,4,2,4,3,3,2,4,3,3,5,4,3,4,2,3,4,4,4,3,3,4,2,4,3,4,2,4,2,4,3,5,4,4,2,4,4,4,4,2,4,4,5,4,3,4,4,5,62,54,64,55,59,47
4,4,3,4,2,2,2,4,4,3,4,5,2,4,2,3,4,2,4,4,3,3,3,4,2,5,2,4,4,2,4,3,3,1,4,4,5,4,2,3,4,2,3,4,2,3,4,4,2,5,2,3,4,4,1,2,3,1,4,4,2,3,4,3,5,3,2,3,3,4,4,5,3,4,1,4,4,4,3,4,3,1,5,4,2,2,4,2,4,3,3,4,3,3,5,4,4,3,4,4,56,64,45,44,59,44
4,3,3,4,2,2,3,3,4,5,5,4,5,3,4,4,4,2,3,4,4,4,2,3,3,3,4,5,3,3,5,3,3,4,4,4,5,3,4,5,3,2,3,4,3,4,4,4,5,4,3,5,3,3,2,3,3,5,2,3,3,3,2,5,5,2,3,2,3,4,5,4,4,2,3,3,3,3,4,3,4,5,5,3,4,4,2,5,4,1,5,1,3,4,5,3,4,3,4,3,46,59,71,52,48,61
4,2,3,4,2,2,2,4,3,4,4,2,3,4,3,4,4,2,4,4,4,4,2,3,2,4,3,4,4,2,1,5,4,3,4,2,4,4,4,5,4,2,4,4,4,4,3,2,3,4,3,3,4,3,2,4,4,4,3,3,4,4,3,4,4,3,4,3,4,4,3,4,3,4,3,4,2,3,3,4,2,3,4,2,4,4,3,4,4,3,4,3,4,4,2,3,3,3,3,4,41,53,62,54,61,51
3,3,3,4,2,2,2,4,4,2,4,5,3,3,4,3,3,3,4,3,4,3,3,4,2,3,3,4,3,3,3,4,3,4,4,5,3,4,4,3,3,3,3,4,4,4,4,4,3,4,3,3,2,3,2,4,4,3,2,4,3,3,3,4,4,3,3,3,3,4,4,4,3,4,3,3,2,4,4,2,4,2,4,5,4,3,2,4,4,3,4,3,4,4,4,4,4,4,4,4,59,52,54,55,54,49
3,3,3,4,2,2,5,4,2,4,5,5,3,3,4,3,4,3,2,4,4,2,4,3,4,2,2,4,3,2,1,4,4,4,5,4,2,4,2,4,5,3,4,3,2,3,4,2,2,4,2,4,1,4,5,4,2,3,5,3,4,3,3,3,4,4,4,2,3,2,5,4,3,2,2,2,4,2,4,4,3,2,4,5,3,4,2,4,5,2,5,4,2,4,4,5,5,5,4,3,53,64,52,42,54,54
3,4,3,4,2,2,4,4,4,4,4,4,4,2,2,3,4,2,2,3,5,3,3,4,3,2,3,5,4,2,4,3,3,4,4,4,4,2,3,5,4,3,4,3,4,5,4,3,3,4,4,5,2,4,4,3,4,4,4,3,5,2,3,4,4,2,4,3,4,3,4,4,4,2,3,2,3,2,4,4,2,4,4,3,4,2,2,4,4,2,4,2,2,4,4,3,4,2,3,3,47,58,63,51,45,60
3,2,3,4,2,2,2,4,3,4,5,4,3,3,4,4,4,1,4,4,5,2,4,5,3,2,2,4,4,2,4,4,4,3,3,4,4,5,4,4,4,2,4,4,4,5,4,5,3,3,3,4,3,3,3,4,4,4,2,2,3,2,2,5,4,2,2,3,4,4,5,5,4,4,2,4,2,3,3,4,2,2,4,2,2,4,2,3,4,3,2,2,3,4,5,4,4,2,4,4,49,59,60,51,54,49
3,4,3,4,2,2,4,4,4,3,4,3,3,4,4,4,4,2,4,2,3,2,4,3,2,4,4,4,4,4,4,4,3,2,3,4,3,4,3,3,4,3,3,4,2,4,4,4,3,3,2,3,3,3,4,4,4,2,4,3,4,4,2,4,5,2,2,2,2,4,4,4,4,4,2,4,3,4,4,4,4,2,4,4,4,3,2,2,2,2,4,2,2,4,4,3,4,3,4,4,50,58,51,46,56,55
1,5,3,4,2,2,3,4,5,3,2,1,2,3,4,2,2,2,2,2,2,3,2,4,1,5,3,4,3,5,1,3,2,3,5,3,1,4,5,3,2,5,3,2,1,4,2,5,1,4,3,3,2,4,4,4,4,2,2,4,4,4,4,4,2,2,3,3,1,3,3,4,2,4,3,4,4,2,1,5,2,3,3,2,3,3,3,2,2,1,1,3,3,3,2,4,4,5,3,3,50,40,50,48,58,33
5,4,4,4,2,2,2,4,4,3,3,5,5,1,4,4,3,3,3,2,2,2,4,4,2,2,4,4,3,2,4,2,4,3,3,4,5,5,3,4,2,4,4,3,3,5,4,5,2,4,4,2,3,4,4,4,4,3,2,4,4,3,3,5,5,4,2,4,3,5,5,5,4,2,4,5,2,4,3,4,4,4,3,4,4,3,2,4,4,5,4,2,4,3,5,4,5,5,5,5,63,53,60,56,49,57
5,3,4,4,2,2,2,4,3,3,4,5,4,3,3,2,4,3,4,4,5,4,3,4,4,4,3,4,3,3,1,5,4,2,4,5,5,4,4,4,2,3,5,5,4,4,3,3,3,2,3,2,3,3,1,4,4,3,4,4,5,4,2,2,4,4,4,4,5,4,4,3,4,4,3,3,4,3,2,5,4,4,4,4,5,4,3,2,4,2,4,4,4,4,4,3,3,3,5,3,54,56,51,58,63,58
5,3,4,4,2,2,2,5,4,5,4,5,4,5,3,4,5,3,4,4,5,3,5,4,5,4,4,5,5,2,2,5,3,3,4,5,5,5,3,4,4,4,4,5,4,5,4,4,3,2,3,3,3,3,3,5,4,3,1,5,5,5,4,4,5,4,4,4,4,4,5,4,4,5,2,4,3,3,3,5,4,2,4,4,5,5,3,4,5,3,5,3,4,3,5,5,4,4,5,5,60,64,60,58,70,63
4,2,4,4,2,2,4,4,4,4,3,5,4,3,4,4,3,2,3,4,5,3,3,4,3,4,4,4,4,3,4,5,4,3,3,5,3,4,4,4,4,3,4,4,3,4,3,3,4,2,3,4,4,4,4,4,3,3,2,5,3,3,5,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,5,3,2,4,4,4,4,4,3,3,4,4,4,4,3,4,4,61,53,61,61,55,57
4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4,2,2,4,2,4,2,4,2,4,2,3,3,3,4,4,4,4,4,4,2,4,3,4,4,4,3,4,4,4,4,4,2,4,2,4,3,2,4,4,3,3,4,4,4,4,4,3,4,4,4,4,2,4,4,4,2,4,4,4,2,3,4,4,2,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,62,48,56,58,61,50
3,3,4,4,2,2,3,5,4,2,2,4,3,4,2,2,3,4,4,3,4,3,4,4,2,5,3,5,2,4,5,5,4,1,3,2,4,4,2,2,4,3,4,4,4,4,4,4,5,4,2,3,2,4,5,4,4,1,2,3,4,3,2,4,4,4,2,4,4,3,5,4,5,5,3,4,2,2,3,4,3,1,5,5,4,5,3,2,4,5,4,3,4,4,5,4,5,5,5,5,58,53,45,52,65,60
3,3,4,4,2,2,4,3,4,4,5,4,2,4,2,4,4,3,4,2,5,3,4,4,2,4,3,4,4,3,2,4,4,3,4,3,2,3,4,5,3,3,4,3,4,4,4,4,4,1,2,4,3,3,1,3,4,4,4,4,3,4,3,5,5,4,3,3,3,5,5,5,4,3,3,4,4,3,3,4,3,3,5,5,2,2,4,4,4,3,5,2,4,4,4,5,5,3,4,5,58,64,64,56,48,48
3,3,4,4,2,2,4,4,3,4,4,3,4,3,3,4,4,2,4,3,4,4,4,3,3,3,3,4,2,2,4,4,3,4,3,3,3,4,4,5,4,3,4,2,2,4,4,3,2,2,2,4,3,3,2,4,3,4,3,3,4,3,3,4,4,2,4,2,2,4,4,3,2,3,2,4,3,3,2,3,4,3,3,2,3,3,4,4,5,2,4,2,2,4,4,3,4,3,3,3,42,56,64,48,48,52
2,4,4,4,2,2,4,4,4,4,5,5,4,3,3,3,4,3,3,3,5,4,4,4,1,4,2,4,4,3,3,4,2,4,4,4,4,2,3,5,3,4,2,4,2,4,4,4,1,2,2,4,3,4,2,4,3,3,2,4,2,2,4,4,4,2,2,2,3,4,4,5,2,4,2,4,4,4,3,4,4,3,4,3,3,2,4,4,4,3,2,3,2,4,4,2,4,4,4,4,56,59,62,49,51,40
2,2,4,4,2,2,2,2,5,4,4,4,4,2,5,4,2,1,2,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,4,2,4,4,2,4,4,4,5,4,4,5,5,2,4,3,4,4,5,2,4,2,2,2,3,4,4,2,2,5,2,4,5,5,3,4,4,4,2,4,2,4,4,2,4,2,4,2,2,2,4,4,4,4,5,4,4,4,4,5,4,2,5,5,56,49,58,67,47,56
2,4,4,4,2,2,2,4,4,1,4,4,2,4,4,3,5,3,4,4,4,4,4,4,1,4,2,4,5,4,4,4,4,4,4,5,4,5,4,5,4,2,4,4,3,4,4,4,2,5,1,2,4,4,2,4,4,4,2,4,3,5,2,5,4,4,3,2,3,5,5,4,4,4,1,2,5,3,3,4,4,1,5,5,3,5,3,4,4,3,4,2,2,4,5,4,5,3,5,5,59,66,56,49,64,47
2,4,4,4,2,2,2,4,4,2,4,4,4,4,2,4,2,2,3,3,5,4,3,4,2,2,4,4,2,2,3,4,4,4,4,4,2,4,4,4,4,2,3,2,2,4,4,4,2,4,4,4,2,4,2,4,4,2,2,2,2,2,4,4,4,2,2,2,4,4,4,5,4,4,4,5,4,4,2,4,4,2,4,4,4,2,4,4,4,2,2,2,4,5,4,4,4,2,4,5,51,53,60,61,51,41
2,5,4,4,2,2,1,4,2,2,4,3,4,4,2,4,2,3,2,4,4,2,3,4,1,4,3,4,3,4,2,4,4,3,4,5,2,4,4,4,2,3,3,4,4,4,3,4,1,4,2,3,4,4,2,4,2,3,3,4,4,4,2,5,3,4,3,4,4,4,2,5,2,4,4,3,3,4,3,4,3,4,4,4,4,2,2,3,3,2,2,3,4,3,4,5,4,3,4,3,60,49,55,50,62,38
5,4,5,4,2,2,2,4,4,2,2,3,3,4,4,3,4,3,4,4,5,2,4,5,3,4,5,4,4,3,2,3,4,2,3,4,5,5,4,3,4,4,3,4,4,5,4,5,4,2,4,4,2,5,2,2,4,1,1,4,5,4,4,3,4,4,2,4,4,4,5,5,2,4,4,5,3,4,3,4,3,1,5,2,4,5,3,3,4,2,2,4,4,4,5,5,4,4,4,4,60,56,50,65,61,51
5,5,5,4,2,2,4,4,4,2,5,3,4,3,3,4,3,2,4,4,5,5,2,5,5,4,3,5,2,2,5,4,4,4,5,2,5,3,4,5,4,2,4,4,5,4,5,5,5,4,2,2,3,5,2,4,4,3,2,4,4,3,2,4,5,2,4,2,5,4,3,3,5,2,3,1,4,3,4,5,4,4,5,3,4,2,4,4,4,2,4,1,3,4,4,4,4,3,4,5,49,58,59,60,54,68
1,2,5,4,2,2,3,3,5,3,4,3,2,4,4,4,2,3,3,5,5,3,2,5,1,2,4,4,3,4,4,3,4,3,4,5,1,4,5,5,2,3,3,4,4,4,4,4,1,4,2,2,3,5,2,3,4,2,4,4,4,3,4,4,3,4,2,4,5,4,4,5,4,2,3,3,2,2,2,4,5,1,4,4,1,2,2,3,2,2,5,3,4,2,4,3,4,5,5,5,58,49,51,65,52,39
4,5,2,5,2,2,3,5,4,4,3,5,4,4,5,2,3,3,3,3,5,5,2,4,2,5,3,5,4,4,2,4,3,3,3,5,1,4,4,5,4,3,2,4,5,5,2,4,2,5,2,5,3,5,3,5,3,3,1,2,3,5,3,5,4,4,1,3,4,5,2,5,4,5,3,5,2,3,3,5,2,5,2,5,1,4,2,3,3,5,2,3,4,5,3,5,4,3,5,5,64,43,70,54,69,40
4,3,3,5,2,2,4,4,4,4,4,5,4,3,4,3,4,3,3,4,5,3,4,4,4,5,3,4,5,1,3,5,4,3,1,5,2,4,4,4,3,3,5,5,3,4,3,4,2,5,2,2,2,2,4,5,3,4,2,5,4,4,2,5,5,3,4,4,3,4,2,5,4,5,2,4,3,5,4,4,4,4,4,5,4,4,2,2,3,3,4,3,2,4,5,3,4,2,4,4,58,52,59,50,67,59
4,2,4,5,2,2,2,4,4,3,4,4,3,2,3,2,2,2,3,4,4,1,5,4,2,4,4,4,4,2,2,4,3,2,4,4,4,4,4,4,4,2,4,4,5,3,5,4,4,4,4,4,3,2,2,4,4,3,4,2,2,4,4,4,4,3,2,5,5,2,4,4,5,4,3,5,4,2,3,4,4,3,4,4,4,4,2,3,4,2,4,3,4,2,5,4,4,2,4,4,47,62,50,61,60,50
4,5,4,5,2,2,2,5,5,2,4,4,5,5,5,2,2,2,2,5,5,4,2,4,5,5,5,4,2,4,2,5,4,2,2,5,5,5,5,2,4,2,4,5,5,5,5,5,5,5,1,4,2,5,4,5,5,4,2,5,4,4,4,4,5,2,2,5,4,4,4,5,5,5,4,5,1,5,2,5,5,2,2,5,4,5,5,2,5,4,2,4,5,2,2,4,5,5,5,4,63,46,53,71,78,57
3,2,4,5,2,2,4,2,4,4,2,2,4,5,2,5,2,3,4,3,5,4,3,4,3,4,4,5,5,4,4,5,4,4,4,3,3,4,4,5,2,3,4,3,4,5,5,4,3,2,4,4,3,3,2,5,4,3,4,4,4,4,2,4,2,2,4,2,4,5,4,4,2,4,4,5,2,2,4,2,4,4,4,2,3,3,4,4,4,3,4,2,4,4,4,3,4,4,5,5,48,52,70,61,52,55
3,2,4,5,2,2,2,4,5,4,3,2,5,2,5,4,5,1,3,4,5,3,4,3,2,2,2,4,4,2,2,4,4,3,2,4,2,4,4,5,4,2,4,4,2,5,2,5,2,1,3,5,1,4,2,4,4,3,1,3,3,2,4,5,4,4,3,2,4,5,4,4,2,2,2,5,4,4,2,4,2,3,2,4,4,2,2,4,5,2,4,2,4,4,5,4,4,3,4,5,50,52,67,56,45,45
2,4,4,5,2,2,4,5,4,2,5,2,2,5,5,4,4,2,4,5,5,2,4,5,5,5,4,5,5,2,3,5,5,3,5,4,1,5,4,4,4,2,2,5,3,4,4,5,1,4,2,2,5,2,2,4,5,2,5,4,2,5,3,4,5,3,1,2,4,4,4,5,4,5,5,2,5,2,4,5,4,1,5,3,1,4,2,4,5,3,1,5,4,2,5,5,4,2,5,5,51,72,50,63,73,39
4,4,5,5,2,2,4,3,4,4,4,2,4,2,3,4,3,4,4,4,4,4,4,3,4,2,5,5,2,2,3,3,4,4,3,2,4,4,3,5,2,3,4,4,4,4,3,2,3,3,4,4,2,4,4,3,4,4,3,3,3,2,2,4,4,3,4,3,3,4,3,3,4,1,4,3,1,2,4,2,2,3,3,1,4,1,2,4,5,3,5,3,2,4,4,2,3,3,4,3,41,48,65,55,44,62
4,3,2,2,3,2,4,2,3,1,5,2,5,3,2,2,5,2,4,1,1,2,5,4,3,1,4,4,1,4,3,2,2,1,5,5,5,2,5,2,5,2,1,1,1,2,5,5,4,2,1,2,1,4,3,1,3,2,5,4,5,2,5,4,5,2,2,1,2,1,5,4,5,1,2,1,5,5,4,1,2,1,5,2,5,4,4,2,2,1,5,1,3,2,5,3,5,4,4,5,51,67,31,42,28,62
2,2,2,2,3,2,3,4,2,3,5,4,4,4,3,4,2,2,5,4,3,3,2,4,3,5,2,4,3,2,1,4,3,2,5,4,5,4,4,4,2,4,4,4,3,4,3,4,4,4,2,3,2,4,5,4,2,2,4,4,3,3,3,2,3,4,3,2,2,4,4,4,1,2,2,3,4,4,2,4,3,2,5,4,4,4,2,2,2,4,4,4,4,4,4,4,3,3,4,3,58,53,48,42,58,53
4,4,3,2,3,2,4,4,2,4,4,4,2,4,2,4,4,2,4,4,4,2,4,4,4,4,2,4,4,4,5,4,4,4,4,4,2,4,4,4,4,2,4,2,3,2,4,4,4,4,2,2,4,5,2,2,4,2,4,4,5,4,4,2,4,4,4,2,3,2,4,5,5,2,2,2,2,5,5,4,3,2,4,4,2,5,4,4,4,2,5,4,2,2,5,3,5,3,5,5,58,62,44,48,57,61
4,5,2,3,3,2,3,5,4,2,5,4,3,5,2,4,4,3,3,4,5,2,5,4,4,5,2,4,4,3,5,4,4,2,5,3,4,5,2,3,3,4,4,5,2,3,5,5,3,5,2,2,4,2,4,4,4,1,5,4,4,5,2,3,4,4,2,4,3,2,4,5,5,4,2,2,4,3,3,5,4,1,5,4,3,5,2,2,2,4,5,3,3,4,5,5,4,3,5,3,59,67,40,45,73,59
4,4,2,3,3,2,4,4,1,5,5,2,4,3,1,3,2,2,4,4,1,3,1,2,4,4,2,5,2,2,5,3,1,4,5,1,5,5,4,5,3,1,5,2,1,5,2,4,5,4,2,3,2,5,2,5,1,4,4,3,4,5,1,4,5,4,4,2,2,2,2,5,5,4,4,2,4,4,3,3,1,1,4,4,5,3,1,5,4,1,5,2,1,4,3,2,4,2,4,4,44,51,58,26,57,68
2,5,1,4,3,2,1,5,4,2,5,5,1,4,2,3,5,4,5,2,2,4,3,4,2,5,1,5,4,2,1,5,4,5,5,5,1,3,2,5,4,4,2,5,2,3,5,5,2,5,1,5,2,2,2,5,4,2,5,2,3,4,1,4,5,5,4,2,4,5,4,5,1,5,2,4,4,3,1,3,2,1,5,5,2,5,2,4,5,2,2,4,1,4,5,3,5,4,3,4,58,69,60,35,67,32
5,4,2,4,3,2,1,5,2,3,2,3,3,5,4,3,4,2,1,3,5,3,5,4,2,5,2,5,4,3,1,5,4,2,4,4,3,5,4,1,3,1,2,4,2,4,4,4,3,3,2,4,4,4,2,4,2,1,4,4,2,4,4,2,4,3,2,4,3,3,2,5,5,5,2,5,4,4,5,5,2,2,4,4,4,4,3,3,5,2,2,4,2,3,5,5,3,3,4,5,54,61,48,45,69,43
5,4,2,4,3,2,4,4,4,3,4,3,4,4,4,4,2,2,4,4,5,2,4,5,5,4,2,4,3,2,3,5,5,2,4,2,5,4,4,4,2,2,4,5,3,4,4,3,5,4,2,3,1,2,3,5,2,2,5,3,5,4,4,4,4,2,4,4,3,4,4,5,5,4,2,2,3,2,4,4,3,2,4,3,5,3,4,2,4,2,5,4,3,4,5,5,4,4,4,5,45,56,50,52,66,70
4,4,2,4,3,2,4,5,4,3,5,5,3,4,3,3,5,4,4,3,4,4,4,4,3,5,4,4,3,2,4,4,4,3,4,4,4,4,4,5,4,4,4,5,3,4,3,4,4,5,3,2,2,4,4,4,4,2,4,5,4,4,2,4,5,4,3,2,3,4,5,4,5,4,2,3,3,4,5,4,3,1,4,4,4,4,3,4,5,3,4,4,4,3,5,4,4,4,5,5,61,64,53,52,65,63
4,2,2,4,3,2,3,3,4,4,4,4,4,3,3,4,4,2,4,2,4,4,3,3,3,2,2,4,3,3,2,2,3,4,2,2,3,4,3,4,3,2,3,4,2,4,4,3,3,3,2,3,3,2,2,3,4,4,3,3,4,2,2,4,4,2,3,3,3,4,4,5,4,4,2,3,3,3,2,3,4,3,4,3,3,1,2,4,4,2,4,3,2,4,4,4,4,3,3,4,45,55,61,44,44,51
2,1,2,4,3,2,2,3,3,4,4,4,2,3,3,3,4,2,3,3,4,3,4,4,1,1,3,4,2,2,2,3,3,4,4,3,3,3,2,5,4,3,3,2,4,4,4,3,2,1,3,4,2,4,1,2,3,4,4,2,4,2,2,4,5,3,3,3,4,4,5,4,2,2,2,4,4,3,3,4,3,4,4,3,1,2,2,4,5,3,4,4,4,3,5,3,4,4,4,4,48,63,62,47,39,38
2,3,2,4,3,2,1,4,2,4,4,3,4,4,1,2,3,1,3,2,3,3,4,2,1,2,1,4,5,3,1,4,2,3,4,3,1,2,2,4,3,1,4,2,1,3,4,2,2,2,1,5,4,2,2,3,3,4,4,3,4,3,2,4,4,1,3,2,2,3,4,3,3,2,2,4,4,3,1,2,1,2,4,2,4,3,2,4,4,1,2,2,2,4,4,2,4,3,3,3,34,62,57,29,42,38
1,2,2,4,3,2,2,4,4,4,4,4,2,4,2,4,4,2,3,4,4,2,4,4,2,4,2,4,4,4,2,3,2,2,4,5,2,4,4,4,4,3,4,4,2,4,4,4,1,4,2,4,4,4,4,4,2,2,4,2,2,4,2,4,4,2,3,4,2,4,4,4,2,4,2,4,4,2,2,4,2,4,4,4,2,4,4,2,4,4,2,3,2,4,4,4,4,2,4,3,54,63,56,40,60,36
4,5,3,4,3,2,1,3,3,3,4,5,2,4,4,3,4,3,3,5,5,2,4,4,1,5,1,5,4,3,1,4,3,3,5,4,2,4,3,3,3,4,3,5,3,4,4,5,3,5,2,3,3,3,1,3,3,2,2,5,3,5,3,3,4,4,2,4,4,3,3,4,3,5,2,4,4,3,2,3,3,2,5,5,3,5,3,4,2,2,1,4,3,2,5,3,4,2,3,5,59,59,50,48,69,35
5,3,4,4,3,2,4,4,2,4,4,4,3,4,1,4,2,3,4,4,4,2,2,4,2,4,4,4,4,2,3,3,3,4,4,3,4,4,2,4,2,4,3,5,4,4,4,4,3,4,2,4,4,3,2,3,4,4,4,3,4,2,3,4,3,3,4,4,4,5,4,4,4,4,3,4,4,3,4,3,3,4,3,3,4,4,3,4,3,4,4,4,4,3,2,4,4,4,4,4,53,52,62,50,59,57
4,4,4,4,3,2,1,4,3,2,4,5,4,4,2,2,4,2,1,4,5,3,4,4,5,4,3,4,4,2,4,2,4,4,2,2,4,4,4,5,3,2,4,3,4,4,4,4,4,4,2,2,4,2,1,4,4,3,3,4,4,2,4,4,5,4,4,2,4,4,2,3,4,4,4,2,3,4,2,4,4,4,4,2,4,2,2,4,4,3,4,2,2,2,4,4,4,3,4,3,49,57,53,55,53,54
4,2,4,4,3,2,4,3,4,3,2,4,4,3,4,3,3,2,2,4,5,2,2,2,4,2,4,4,4,2,2,4,4,2,1,4,3,4,4,4,3,3,4,4,4,4,3,4,2,2,3,4,4,2,2,4,4,2,1,4,4,4,2,3,3,3,4,3,4,4,4,3,4,2,2,4,4,2,4,4,3,4,4,4,4,4,3,2,4,2,4,3,4,3,2,3,4,4,4,4,46,47,52,58,52,55
4,4,4,4,3,2,2,4,4,2,4,4,4,4,4,3,3,3,4,2,4,3,3,4,3,4,4,4,4,2,4,4,4,3,3,4,4,4,4,4,3,2,4,4,4,4,3,4,4,4,4,3,3,2,3,4,4,3,3,3,4,4,4,3,4,4,2,4,4,4,4,3,5,4,3,4,3,3,4,4,4,3,4,4,4,5,3,3,2,2,3,2,4,4,4,2,4,4,4,4,48,53,54,62,61,58
4,2,4,4,3,2,1,4,4,4,5,3,4,4,4,3,4,3,2,5,5,4,4,4,5,1,4,4,2,2,1,4,3,2,5,4,4,4,4,4,4,3,4,4,1,4,4,5,4,2,2,1,4,4,4,5,3,2,5,3,2,2,4,4,4,2,1,2,3,5,5,5,2,1,4,1,5,1,3,4,5,4,5,3,1,4,4,1,4,4,2,2,4,4,5,4,4,2,5,5,52,68,51,58,50,44
3,4,4,4,3,2,1,4,5,4,3,4,4,4,1,4,3,2,3,3,5,4,3,4,1,3,4,4,3,2,1,2,3,3,3,5,5,4,4,4,1,2,3,4,4,4,4,1,1,5,4,3,4,4,1,4,4,2,4,5,5,3,5,5,4,4,3,4,4,4,2,5,3,2,4,5,2,2,5,3,4,4,2,5,4,2,4,5,3,2,2,2,4,4,3,5,5,4,4,3,54,47,63,63,53,45
3,3,4,4,3,2,2,4,4,3,5,4,4,2,5,4,3,2,3,3,5,1,4,4,1,2,5,4,5,3,1,4,4,1,4,5,1,1,4,5,4,2,4,4,5,4,5,2,1,1,4,5,5,2,2,2,3,1,5,4,4,4,4,4,5,3,3,2,5,2,5,4,4,2,4,2,2,3,4,2,4,1,5,5,1,2,2,2,4,2,4,1,4,4,5,3,5,4,5,3,50,69,47,66,39,42
3,3,4,4,3,2,1,5,3,3,5,4,2,5,2,2,4,2,3,4,5,4,3,4,2,5,3,4,4,2,1,5,3,2,5,4,3,5,4,5,3,4,3,4,5,4,4,4,3,2,2,4,4,3,2,4,4,2,4,4,2,5,1,3,4,4,2,4,5,3,5,4,4,4,2,3,4,3,4,5,3,1,4,4,2,5,1,3,3,3,2,4,2,3,5,3,4,3,4,5,54,64,50,49,69,39
2,2,4,4,3,2,1,3,4,5,4,4,2,4,3,4,2,2,3,3,4,2,5,4,1,2,3,4,4,2,2,3,4,4,4,3,2,5,4,5,2,2,4,4,1,3,4,4,3,2,3,2,4,2,1,3,3,4,4,2,2,4,2,4,4,2,2,3,2,4,4,5,4,2,4,2,3,2,2,4,2,4,4,4,2,3,4,4,2,2,2,4,2,2,5,3,4,3,4,3,45,58,57,49,51,35
4,2,5,4,3,2,4,2,5,4,3,5,5,4,2,4,1,2,4,2,5,2,1,3,2,4,2,5,4,5,4,4,4,4,3,5,4,5,4,5,3,2,4,4,1,4,3,3,3,3,4,4,4,5,3,3,3,4,2,4,4,4,1,4,2,3,4,3,5,5,2,5,4,4,2,4,3,1,2,4,4,4,4,5,4,3,2,2,2,2,4,2,4,4,3,4,2,3,5,3,56,43,63,53,53,59
3,2,5,4,3,2,4,2,4,4,5,4,3,4,2,4,3,4,3,4,5,2,4,4,4,5,3,4,4,4,2,2,4,3,4,4,4,4,5,3,4,5,4,3,4,4,2,4,2,4,2,4,4,4,3,3,2,4,2,4,4,2,2,5,3,4,4,3,4,4,2,4,2,4,3,4,3,2,4,4,4,4,2,2,4,3,4,3,2,4,4,4,4,2,3,4,2,2,4,4,59,50,58,57,53,54
2,4,5,4,3,2,1,2,4,2,4,5,2,5,4,4,4,4,3,3,5,2,3,5,1,5,5,4,5,3,1,4,4,2,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,2,2,4,4,1,2,2,1,4,2,4,5,2,4,4,4,2,2,5,4,5,5,5,2,4,4,4,4,2,4,5,1,5,5,2,3,4,2,4,4,3,4,4,2,4,5,5,5,5,5,65,66,47,64,57,41
4,3,1,5,3,2,4,5,2,2,3,1,5,3,5,3,2,2,4,2,2,3,1,2,4,4,1,4,3,1,2,3,2,3,3,1,5,2,3,3,1,2,4,3,1,4,3,2,4,3,1,5,4,3,4,4,2,3,1,2,4,3,3,4,1,2,2,1,1,4,2,4,3,4,1,4,3,3,4,4,2,4,4,1,4,3,2,3,1,1,2,3,1,3,1,3,4,4,3,2,32,36,57,30,50,59
4,4,2,5,3,2,4,5,3,2,5,5,5,4,3,2,3,2,3,3,5,4,5,5,1,3,1,4,4,3,4,4,4,1,4,4,5,5,3,4,3,2,2,3,2,5,5,5,4,3,2,3,3,3,4,4,3,1,3,5,4,4,3,2,4,4,2,3,4,4,4,5,5,4,2,4,3,3,4,4,4,1,5,5,4,4,3,3,1,2,5,4,3,4,4,5,4,5,5,3,60,59,49,47,61,60
